input,target
51295+42018,93313
6+7,13
217+116,333
47+37,84
77996+11599,89595
2128+3255,5383
98698+700876,799574
65+37,102
8+9,17
78+36,114
16+17,33
36+76,112
9916+5586,15502
7245+3389,10634
9609+5285,14894
87005+36199,123204
6+7,13
75+87,162
205+108,313
7+6,13
337+527,864
568+747,1315
639097+250025,889122
428+235,663
699497+68068,767565
9+6,15
73418+69456,142874
26+75,101
66+929,995
51859+63455,115314
607+418,1025
29147+8708,37855
5209+6178,11387
477+635,1112
18628+24596,43224
8206+6668,14874
551928+119216,671144
5+5,10
30517+46615,77132
84559+531789,616348
745539+241985,987524
7955+467,8422
35+19,54
935+457,1392
8+7,15
6+7,13
43866+65029,108895
457039+665318,1122357
3195+9798,12993
5706+6937,12643
206+386,592
68+5,73
50296+50656,100952
778389+985088,1763477
846+737,1583
385+929,1314
78065+43705,121770
27+86,113
5247+2225,7472
55+16,71
17+55,72
465+627,1092
846+227,1073
57+35,92
63097+44517,107614
7+5,12
9+8,17
902365+866449,1768814
8195+8938,17133
129688+607377,737065
8+97,105
5+6,11
34827+831076,865903
5765+3207,8972
495+38,533
29787+55436,85223
79548+62257,141805
6266+3679,9945
598+77,675
8+8,16
7137+3759,10896
849847+549877,1399724
367525+551815,919340
42795+46307,89102
27277+99508,126785
712026+283918,995944
337+1405,1742
319+577,896
7+7,14
11505+19807,31312
76598+55889,132487
2379+925,3304
9+9,18
18+45,63
9+9,18
955265+283339,1238604
5308+6116,11424
5+6,11
78+975,1053
5+5,10
738836+603718,1342554
2597+5117,7714
8+7,15
61129+46705,107834
996+797,1793
506+9876,10382
121556+414866,536422
397607+446547,844154
7+9,16
8+6,14
36878+85518,122396
819+138,957
8+9,17
89+59,148
24576+46307,70883
11208+86658,97866
40716+74287,115003
156+449,605
85+8,93
76+79,155
5+37,42
6+8,14
743508+56008,799516
69918+34348,104266
948+539,1487
8719+6465,15184
8+8,16
988898+929059,1917957
46138+20119,66257
1686+8106,9792
9+7,16
9619+2688,12307
5+67,72
4259+18,4277
49036+24585,73621
795+205,1000
5199+5567,10766
7547+8947,16494
795+3937,4732
96379+48449,144828
13069+56046,69115
2817+4019,6836
5+36,41
7+6,13
28+85,113
728666+634378,1363044
996+996,1992
916896+699929,1616825
5+7,12
238866+639819,878685
705+455,1160
421859+384547,806406
15489+40665,56154
565+16,581
6009+2899,8908
925+237,1162
86+99,185
417+106,523
496415+287507,783922
7+79,86
627+507,1134
209266+531957,741223
7+7,14
7+76,83
3119+2958,6077
9+88,97
7239+6259,13498
419+2046,2465
38+7,45
605+217,822
8+8,16
847719+60648,908367
675+416,1091
5+6,11
76+99,175
6+7,13
866+459,1325
1119+4255,5374
98076+29788,127864
6666+7205,13871
67+36,103
7+8,15
227+689,916
619+825,1444
815+225,1040
391119+624979,1016098
43047+30386,73433
9+5,14
216357+334275,550632
871315+996198,1867513
355+416,771
360735+300567,661302
8+8,16
68+5,73
92207+88275,180482
706+37137,37843
670188+316649,986837
2365+1197,3562
18+17,35
664949+994349,1659298
9+7,16
9+6,15
907497+26349,933846
9+8,17
36+39,75
995+747,1742
1827+9496,11323
2346+9376,11722
343367+3237,346604
234359+240966,475325
678+917,1595
548+259,807
757268+5635,762903
68025+240958,308983
6+5,11
760217+928359,1688576
9+9,18
34376+49799,84175
8+9,17
27+29,56
815386+648005,1463391
29+817,846
17+85,102
67+99,166
784717+102599,887316
268+449,717
331105+582845,913950
877+148,1025
49+99,148
8+7,15
727158+483756,1210914
59+66,125
63745+34149,97894
849846+328569,1178415
77+29,106
2799+1677,4476
69+65,134
845+965,1810
448+9535,9983
8706+7486,16192
5+8,13
5559+3089,8648
80406+77286,157692
7+8,15
35+79,114
59+57,116
4839+9958,14797
30047+3709,33756
88189+51878,140067
7+6,13
428+738,1166
2276+8009,10285
31868+15528,47396
35258+47125,82383
9+9,18
6+8,14
129066+212808,341874
6+7,13
81868+30388,112256
98+8,106
8838+2617,11455
218917+973867,1192784
6+6,12
6566+2338,8904
7+9,16
49+495,544
317+217,534
937+696,1633
6759+4925,11684
781388+346555,1127943
4277+5866,10143
350986+756867,1107853
3356+2556,5912
518219+997248,1515467
59605+28089,87694
18+5757,5775
7+6,13
77+57,134
529+749,1278
48+2417,2465
776+29,805
156327+408515,564842
9+5,14
568+735,1303
89+29,118
43948+60889,104837
99+45,144
89+67,156
9+8,17
729+509,1238
850356+394145,1244501
5+7,12
1029+5398,6427
5447+8525,13972
8+9,17
215+85,300
95076+62237,157313
499+368,867
7+7,14
7+6,13
37+55,92
99+67,166
7+7,14
9169+1176,10345
92628+96878,189506
715+848,1563
259299+247248,506547
69916+89345,159261
879+868,1747
86+67,153
868+95,963
615+56,671
6+8,14
7816+386,8202
8+7,15
7136+5056,12192
79+67,146
313067+607509,920576
97+618,715
24977+52989,77966
995+525,1520
76+69,145
46496+26515,73011
86+76,162
79+68,147
76107+308,76415
125688+403219,528907
135929+185346,321275
6307+1418,7725
47+75,122
45467+50765,96232
818955+717239,1536194
18+48,66
99+19,118
7859+157,8016
7+5,12
9+28,37
548978+357697,906675
38285+15909,54194
374137+920888,1295025
6888+6086,12974
88889+54649,143538
3439+1979,5418
668+847,1515
10587+85546,96133
85+5098,5183
935+107,1042
5+8,13
56+99,155
949+469,1418
5+6,11
6+8,14
327615+507398,835013
58+49,107
6+7,13
587928+281656,869584
9+8,17
5+6,11
3368+1186,4554
7937+2168,10105
46265+54658,100923
972979+26939,999918
39+26,65
866909+566829,1433738
5317+4175,9492
797+696,1493
672657+109796,782453
38759+1325,40084
8477+5389,13866
346+166,512
6+7,13
9+7,16
5+7,12
91226+68618,159844
471929+389288,861217
725517+555629,1281146
56+29,85
6776+2605,9381
144607+292109,436716
140486+820036,960522
327+465,792
86167+733256,819423
53606+57798,111404
38+28,66
5+7,12
976057+917329,1893386
207+596,803
707+78,785
11628+21116,32744
185+737,922
87+26,113
6+7,13
5+5,10
17179+11126,28305
9+7,16
56379+96517,152896
2406+5616,8022
7+6,13
45+38,83
128707+23696,152403
26929+3629,30558
6+6,12
708679+361908,1070587
9+5,14
8747+8086,16833
537847+166355,704202
73379+72448,145827
18+86,104
15+36,51
8+7,15
31649+34907,66556
328+857,1185
42188+78795,120983
967+968,1935
9+7,16
5795+3686,9481
7487+7446,14933
52147+81595,133742
7+8,15
64205+63595,127800
79+68,147
6865+2999,9864
76258+5858,82116
6+9,15
96+99,195
2496+5629,8125
9+8,17
1295+4867,6162
811527+27407,838934
8758+2278,11036
26+97,123
99+407,506
96+79,175
55+16,71
26+7,33
20219+73716,93935
629669+90519,720188
668+978,1646
692399+112187,804586
117455+991377,1108832
7336+9968,17304
75+77,152
39+95,134
448196+442957,891153
6+5,11
834126+274639,1108765
7+28,35
8416+1126,9542
530219+355826,886045
47+799,846
734129+319495,1053624
479+426,905
404705+258606,663311
5+8,13
69+97,166
90299+77756,168055
1748+595,2343
7+6,13
7+15,22
18+69,87
159227+889116,1048343
95+78,173
14365+6359,20724
5+9,14
171315+876738,1048053
477+737,1214
96+9,105
789217+338069,1127286
832708+407305,1240013
17835+20058,37893
2589+2365,4954
99938+74606,174544
3258+1088,4346
8+5,13
3429+6527,9956
87+37,124
3486+5616,9102
29449+52605,82054
69+15,84
282328+471746,754074
96+87,183
7266+75,7341
7248+1525,8773
75+88,163
61188+18819,80007
340135+834619,1174754
7+5,12
5+6,11
755896+580957,1336853
9519+7166,16685
92816+34165,126981
3415+617,4032
87976+53725,141701
646+947,1593
70208+745737,815945
18386+27089,45475
68+35,103
6+9,15
69995+85428,155423
7+5,12
914965+127446,1042411
135+987,1122
95+7,102
708+257,965
35+67,102
273679+863059,1136738
5118+93335,98453
86+75,161
9+8,17
785+738,1523
47+8,55
6+7,13
9785+7046,16831
178+467,645
5835+5186,11021
5+5,10
38+66,104
26+6,32
535+446,981
889237+50806,940043
536848+935786,1472634
826+238,1064
6+9,15
945+415,1360
75196+83757,158953
613039+225809,838848
66+57,123
97+66,163
5+7,12
6+8,14
5+7,12
638128+943058,1581186
298+309,607
547+277,824
6298+6868,13166
8+9,17
19+48,67
69+235,304
66466+31949,98415
249+868,1117
913086+916546,1829632
65407+38167,103574
96+935,1031
67+56,123
49+636,685
6+6,12
527178+121847,649025
615+86,701
404036+386136,790172
7868+7367,15235
717+218,935
89+39,128
6+9,15
93357+39826,133183
750839+979988,1730827
8+7,15
587+199,786
8358+625,8983
719+995,1714
729079+994299,1723378
57+565,622
9+5,14
923336+109565,1032901
17+29,46
97+79,176
933329+95179,1028508
9+7,16
7488+6287,13775
7999+2809,10808
8946+2596,11542
18+86,104
76256+32106,108362
67+18,85
59478+20008,79486
2096+8618,10714
69449+610396,679845
240757+833527,1074284
7818+4906,12724
3756+3886,7642
28+89,117
56+98,154
29+7,36
38+16,54
8+6,14
708+27,735
9+9,18
4347+70229,74576
837+628,1465
89+56,145
253315+331615,584930
9+8,17
4166+505,4671
79957+69886,149843
57+28,85
66+59,125
83648+33309,116957
628228+865716,1493944
29007+77179,106186
220008+388676,608684
139+327,466
6+5,11
13735+45946,59681
18136+44107,62243
8269+5678,13947
6+96,102
925+976,1901
284097+590596,874693
3705+9245,12950
259+7885,8144
380827+457276,838103
829+7349,8178
96+59,155
49947+215128,265075
9+99,108
222218+540705,762923
7+5,12
142285+612425,754710
66148+936079,1002227
195+418,613
8559+6718,15277
166317+54927,221244
7+7,14
426978+496646,923624
3115+47888,51003
459186+528517,987703
5265+3389,8654
287617+615017,902634
51527+35075,86602
9+9,18
473918+295035,768953
826+179,1005
8+7,15
7+5,12
6356+5006,11362
408+55,463
4517+6039,10556
2868+8316,11184
45198+18505,63703
209+79,288
8+6,14
249+217,466
33189+59088,92277
636459+597867,1234326
351976+620469,972445
1906+7228,9134
6+9,15
59+56,115
6405+45498,51903
861197+447009,1308206
899696+852299,1751995
62346+62495,124841
758+669,1427
6+56,62
7226+6386,13612
267018+21388,288406
250405+228595,479000
666+536,1202
28+58,86
18777+27729,46506
6055+7255,13310
857+736,1593
127+35,162
7+6,13
35+28,63
7+37,44
658169+94996,753165
35+17,52
259+125,384
518+267,785
95+99,194
79+46,125
453577+167016,620593
1459+70166,71625
28+635,663
7+6,13
6+6,12
7+26,33
17+67,84
206939+649238,856177
15+77,92
8056+6758,14814
838+747,1585
7+9,16
429+295,724
6+9,15
37+79,116
766+696,1462
9+9,18
12219+12597,24816
65+45,110
15+78,93
50068+7848,57916
871487+771595,1643082
809+918,1727
8677+9707,18384
98797+17047,115844
6969+8828,15797
98+27,125
1806+9175,10981
8+8,16
8+5,13
655+695,1350
243987+166239,410226
756818+628375,1385193
90996+75027,166023
46+79,125
37+39,76
519+137,656
517+285,802
8+8,16
5+9,14
135+395,530
19+87,106
2057+208,2265
9+7,16
47+95,142
406756+906175,1312931
18815+594217,613032
485+756,1241
5217+3697,8914
5806+3208,9014
99+8,107
169+905,1074
7+5,12
38575+40065,78640
5426+1609,7035
8+8,16
5296+268,5564
306566+621708,928274
588+178,766
78+46,124
97+77,174
6+9,15
5+5,10
4149+7767,11916
7+8,15
6+9,15
67345+69068,136413
79+59,138
47756+50588,98344
3185+8156,11341
17+58,75
4396+3748,8144
5+7,12
2665+4375,7040
522118+392736,914854
299855+170958,470813
2919+51036,53955
9+8,17
559246+186118,745364
488+906,1394
5+7,12
939+786,1725
223499+206835,430334
498+167,665
5+5,10
466+587,1053
12448+37329,49777
5+9,14
434447+616927,1051374
67+78,145
8925+6847,15772
82729+38158,120887
88+87,175
318228+223295,541523
3526+6577,10103
7+8,15
703767+741249,1445016
5+6,11
400915+96318,497233
39+97,136
363065+640668,1003733
6937+9706,16643
5+9,14
97+99,196
18+68,86
6+67,73
46576+88398,134974
847+317,1164
130868+182185,313053
5+9,14
975+666,1641
27168+13177,40345
447+386,833
7+9,16
1586+1585,3171
858+856,1714
70987+72845,143832
60359+88939,149298
4908+1006,5914
440595+172189,612784
4805+7528,12333
9+139,148
248+49,297
7+7,14
55+47,102
4327+8646,12973
82197+232326,314523
2739+4227,6966
457+105,562
55636+76408,132044
88+85,173
329+1966,2295
953727+332737,1286464
45+659,704
55+46,101
518+295,813
12106+73908,86014
106+4645,4751
599838+773545,1373383
8135+2119,10254
41095+4437,45532
505258+828955,1334213
98027+39198,137225
506+8317,8823
330466+572206,902672
4227+5595,9822
5+8,13
96+6,102
95488+66326,161814
79156+98129,177285
158217+330745,488962
784999+729696,1514695
2535+5559,8094
86+59,145
84189+73379,157568
205737+850695,1056432
686+436,1122
5365+8437,13802
569+257,826
5+9,14
9+8,17
7+9,16
9+9,18
85935+50317,136252
462908+208289,671197
315+635,950
7899+1156,9055
5+5,10
94978+70238,165216
13418+12379,25797
58755+278817,337572
8498+2635,11133
7805+5027,12832
568+519,1087
218587+670595,889182
6+9,15
9+9,18
116+2478,2594
89+35,124
98779+45447,144226
5+8,13
4037+1965,6002
59+95,154
9977+3267,13244
15+88,103
63947+49458,113405
67+6,73
746+465,1211
7769+939,8708
445076+506396,951472
428+548,976
41889+54638,96527
98746+948465,1047211
3635+858,4493
544568+194885,739453
981158+916977,1898135
211546+896046,1107592
891098+305037,1196135
6+46,52
309729+899507,1209236
59+55,114
399+55,454
18+67,85
48+69,117
3985+1398,5383
5+9,14
8688+1796,10484
9+7,16
7+7,14
129+627,756
7+9,16
80996+31388,112384
936+826,1762
8179+4375,12554
7+9,16
8+5,13
609+997,1606
5695+1667,7362
28637+22969,51606
6+5,11
5556+9707,15263
604477+317077,921554
45+47,92
7+7,14
895+909,1804
1289+47778,49067
8+9,17
741139+513906,1255045
500719+100436,601155
213039+842215,1055254
755+606,1361
446+27,473
7+6,13
21809+43466,65275
55+96,151
995+63676,64671
96+47,143
2538+6218,8756
25+5,30
93368+29727,123095
9+7,16
7+8,15
448+645,1093
8+68,76
7298+4969,12267
99+59,158
66+59,125
8+7,15
7+7,14
8+9,17
5+19,24
68029+32899,100928
153537+972398,1125935
6+8,14
883616+85518,969134
6605+3747,10352
5+8,13
187+785,972
15+88,103
12335+4547,16882
37+99,136
539547+889548,1429095
8+6,14
287+255,542
4618+2416,7034
6238+4588,10826
19268+87627,106895
737+255,992
217365+93735,311100
7+6,13
452697+279165,731862
663475+908476,1571951
45+86,131
2985+9525,12510
7+7,14
2638+1365,4003
357+395,752
589676+548245,1137921
6+6,12
714805+909737,1624542
9+7,16
73879+90128,164007
439069+268486,707555
13095+8397,21492
12099+96768,108867
74689+35927,110616
3178+7858,11036
676989+750078,1427067
6+6,12
19207+83656,102863
18+96,114
9949+36809,46758
89+5,94
185+879,1064
9745+3809,13554
9+9,18
441665+355585,797250
63197+924238,987435
53737+46835,100572
29395+6795,36190
286+499,785
8+5,13
17+27,44
553176+738065,1291241
6+9,15
390837+969918,1360755
51617+20556,72173
215+686,901
6249+2266,8515
822198+236108,1058306
5736+9379,15115
81347+48449,129796
3717+3935,7652
9536+7737,17273
22805+666509,689314
7+7,14
20796+68137,88933
849+787,1636
5356+4375,9731
8547+7867,16414
76+56,132
319+488,807
66+47,113
41295+73545,114840
5+65,70
128+36,164
966167+687085,1653252
96+49,145
3138+1979,5117
3705+6297,10002
333187+676796,1009983
6+9,15
96+78,174
195+505,700
6058+5225,11283
6+7,13
7+8,15
4129+9397,13526
35+16,51
789+386,1175
29+6,35
685578+674047,1359625
8+76,84
3199+1385,4584
65+27,92
39+18,57
46318+97516,143834
6+7,13
41759+89127,130886
29249+16827,46076
45+29,74
834768+349515,1184283
78448+41219,119667
189+788,977
255547+600188,855735
16+96,112
215307+662665,877972
7+7,14
4429+9356,13785
5835+4158,9993
897235+669415,1566650
88+46,134
71068+85165,156233
645+809,1454
189288+321078,510366
36+58,94
29+7,36
699+266,965
8+5,13
8+7,15
6015+2659,8674
7055+117,7172
2316+2186,4502
9+5,14
46+219,265
84747+72265,157012
8+8,16
6+8,14
7+8,15
15947+36098,52045
235866+436946,672812
10879+19889,30768
412225+143387,555612
4075+8005,12080
8+5,13
705+9509,10214
5+8,13
8555+1827,10382
75+8,83
8009+108,8117
65929+85217,151146
8+7,15
8649+225,8874
4218+48539,52757
428757+98687,527444
246916+353497,600413
68+9,77
9+96,105
1268+1708,2976
98339+98869,197208
394005+324306,718311
40597+89406,130003
9+9,18
356+675,1031
95+47,142
8926+7587,16513
49+56,105
736+5166,5902
6+9,15
679+907,1586
8+9,17
5768+8229,13997
747397+131136,878533
95+97,192
88+36,124
19086+28908,47994
86+67,153
8395+71259,79654
421616+217567,639183
33345+68047,101392
136545+906449,1042994
7+9,16
366+277,643
535+7375,7910
7097+3319,10416
10696+28385,39081
7+5,12
8+59,67
547+437,984
84096+35069,119165
7+5,12
9+6,15
689+219,908
8+9,17
78777+12866,91643
98635+24176,122811
48+9,57
26+17,43
657+936,1593
67+99,166
386+379,765
648+267,915
46825+62127,108952
607+429,1036
566+257,823
69019+57207,126226
46546+13436,59982
4299+8897,13196
37+86,123
977217+640247,1617464
265+537,802
9645+7426,17071
81639+22346,103985
8+9,17
745706+531045,1276751
65419+63239,128658
998639+592639,1591278
9646+5819,15465
25508+66428,91936
86+689,775
49+37,86
59665+243816,303481
8727+9835,18562
9+5,14
106958+481026,587984
522356+358338,880694
75+97,172
605+209,814
2368+3399,5767
80545+24889,105434
9009+57846,66855
85+89,174
588+908,1496
608+7937,8545
65588+54009,119597
97215+52117,149332
25705+19359,45064
670957+990426,1661383
6645+6055,12700
29418+54098,83516
947978+131198,1079176
46+9,55
736+917,1653
4589+3507,8096
5+5,10
27+57,84
21689+20259,41948
76+86,162
829+115,944
702749+673156,1375905
699+448,1147
6+8,14
83438+1418,84856
38+7,45
151076+621176,772252
86+29,115
53606+29878,83484
80928+57918,138846
702099+166308,868407
705+599,1304
276+95537,95813
293626+723268,1016894
3637+3108,6745
9899+895,10794
7948+1356,9304
813208+431309,1244517
700636+204917,905553
244235+86467,330702
70927+99647,170574
77+15,92
67+27,94
26+65,91
4669+4689,9358
769+5466,6235
658+537,1195
94837+69899,164736
376667+19608,396275
67+29,96
